,price,Q1,Q2,total_Q,true_x1Q,true_x2Q,true_x3Q,prof1,prof2,f1_int,f1_a1,f1_a2,f1_b,f2_int,f2_a1,f2_a2,f2_b,x1*Q,x2*Q,x3*Q,x1*Q,x2*Q,x3*Q,exp_price_1,exp_profit_1,exp_price_2,exp_profit_2,period
0,66.5870869796207,1.1058057986413778,1.1058057986413765,2.211611597282754,1.0477478122275996,0.9685110035131131,2.211611597282754,18.35568105630037,18.355681056300355,104.99999999999999,-4.9999999999999645,0.0,-15.000000000000009,104.99999999999999,-4.999999999999997,0.0,-15.0,1.0477478122275996,0.9685110035131131,2.2116115972827557,1.0477478122275996,0.9685110035131131,2.211611597282753,66.5870869796207,18.355681056300348,66.58708697962066,18.355681056300327,1
1,66.68223687802892,1.1121491252019258,1.112149125201925,2.2242982504038507,0.9906578731826648,1.0204943045436237,2.2242982504038507,18.57967412775257,18.579674127752558,105.0,-5.000000000000004,0.0,-15.0,105.0,-4.999999999999976,0.0,-15.0,0.9906578731826648,1.0204943045436237,2.2242982504038515,0.9906578731826648,1.0204943045436237,2.22429825040385,66.68223687802887,18.57967412775254,66.68223687802887,18.579674127752515,2
2,66.70742222253814,1.1138281481692098,1.11382814816921,2.22765629633842,0.9755466664771102,1.019592093310492,2.22765629633842,18.6262798589574,18.626279858957396,105.0,-4.999999999999947,0.0,-15.000000000000023,105.0,-5.000000000000012,0.0,-14.999999999999986,0.9755466664771102,1.019592093310492,2.2276562963384197,0.9755466664771102,1.019592093310492,2.22765629633842,66.70742222253814,18.626279858957393,66.70742222253816,18.626279858957407,3
3,66.70780654798702,1.1138537698658013,1.1138537698658022,2.2277075397316035,0.9753160712077826,0.9700266543648836,2.2277075397316035,18.629233231622994,18.629233231623,105.00000000000001,-4.999999999999955,0.0,-15.000000000000023,105.00000000000004,-4.9999999999999325,0.0,-15.000000000000034,0.9753160712077826,0.9700266543648836,2.2277075397316026,0.9753160712077826,0.9700266543648836,2.2277075397316044,66.70780654798703,18.629233231623008,66.70780654798703,18.629233231622994,4
4,66.64406593259223,1.109604395506147,1.109604395506147,2.219208791012294,1.0135604404446765,1.045514822703044,2.219208791012294,18.477369441655696,18.4773694416557,104.99999999999999,-5.000000000000029,0.0,-14.999999999999973,105.0,-4.999999999999975,0.0,-15.000000000000014,1.0135604404446765,1.045514822703044,2.219208791012294,1.0135604404446765,1.045514822703044,2.219208791012294,66.64406593259223,18.477369441655725,66.64406593259224,18.477369441655746,5
5,66.68970692274412,1.1126471281829429,1.1126471281829409,2.2252942563658835,0.9861758463535287,0.9722787318179665,2.2252942563658835,18.589703830112914,18.58970383011288,104.99999999999996,-4.9999999999999885,0.0,-14.999999999999998,104.99999999999999,-4.999999999999976,0.0,-15.000000000000021,0.9861758463535287,0.9722787318179665,2.2252942563658857,0.9861758463535287,0.9722787318179665,2.2252942563658817,66.68970692274411,18.58970383011292,66.68970692274412,18.5897038301129,6
6,66.87854662358775,1.1252364415725151,1.1252364415725131,2.250472883145028,0.8728720258473647,0.9702885002188433,2.250472883145028,19.009012752245145,19.009012752245113,105.0,-4.999999999999975,0.0,-15.000000000000002,105.0,-4.9999999999999325,0.0,-15.00000000000003,0.8728720258473647,0.9702885002188433,2.2504728831450302,0.8728720258473647,0.9702885002188433,2.2504728831450262,66.87854662358772,19.0090127522451,66.87854662358772,19.009012752245063,7
7,66.55391364401422,1.1035942429342815,1.1035942429342802,2.207188485868561,1.0676518135914719,0.9835184316176584,2.207188485868561,18.27937706109542,18.279377061095406,105.00000000000001,-5.00000000000007,0.0,-14.999999999999966,105.0,-4.99999999999996,0.0,-15.000000000000021,1.0676518135914719,0.9835184316176584,2.207188485868563,1.0676518135914719,0.9835184316176584,2.2071884858685604,66.55391364401423,18.279377061095424,66.55391364401423,18.27937706109542,8
8,66.67475319493515,1.11165021299568,1.1116502129956767,2.2233004259913565,0.9951480830389023,0.9520723791175019,2.2233004259913565,18.560002806210377,18.560002806210324,104.99999999999999,-5.000000000000036,0.0,-14.999999999999975,104.99999999999999,-4.999999999999959,0.0,-15.000000000000014,0.9951480830389023,0.9520723791175019,2.22330042599136,0.9951480830389023,0.9520723791175019,2.2233004259913534,66.67475319493516,18.560002806210402,66.67475319493518,18.560002806210367,9
9,66.63591040901102,1.1090606939340664,1.109060693934065,2.218121387868132,1.0184537545934047,1.066313375578522,2.218121387868132,18.462353751318155,18.46235375131813,105.0,-5.0000000000000195,0.0,-14.99999999999999,105.0,-4.999999999999952,0.0,-15.00000000000003,1.0184537545934047,1.066313375578522,2.2181213878681327,1.0184537545934047,1.066313375578522,2.21812138786813,66.63591040901096,18.46235375131812,66.63591040901099,18.462353751318105,10
10,66.55126445510254,1.1034176303401677,1.1034176303401664,2.206835260680334,1.069241326938494,0.9264951730298964,2.206835260680334,18.278178769785654,18.27817876978564,105.0,-5.000000000000034,0.0,-14.999999999999973,105.0,-4.999999999999973,0.0,-15.000000000000016,1.069241326938494,0.9264951730298964,2.2068352606803354,1.069241326938494,0.9264951730298964,2.2068352606803328,66.5512644551025,18.27817876978564,66.55126445510254,18.278178769785658,11
11,66.60474957506422,1.1069833050042843,1.1069833050042837,2.213966610008568,1.037150254961451,1.0297256717721883,2.213966610008568,18.400637694737025,18.400637694737007,105.00000000000006,-5.000000000000032,0.0,-14.999999999999986,105.00000000000004,-4.999999999999932,0.0,-15.000000000000048,1.037150254961451,1.0297256717721883,2.2139666100085686,1.037150254961451,1.0297256717721883,2.2139666100085673,66.60474957506423,18.400637694737032,66.60474957506428,18.400637694737046,12
